"text","word_scores","compound","pos","neu","neg","but_count"
"In this article, @PVMagazine summarizes @PVEvolutionLabs white paper on cell cracking. #Didyouknow that #FirstSolar thin film modules are inherently not susceptible to cell-cracking? #Quality #CellCracking #Solar
https://t.co/98wDPMfBYg","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"#ICYMI #FirstSolarâ€™s @andreaswade was featured in @pvmagazineâ€™s article on the importance of high-value PV recycling and material recovery targets in increasing the sustainability of the PV sector. #CircularEconomy #Recycle #Sustainability
https://t.co/7P25dX5Vix","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.077,0.923,0,0
"#ICYMI @PVEvolutionLabs cell cracking white paper explains the significant risks affecting c-Si modules, while highlighting #FirstSolar's CdTe thin film modulesâ€™ are inherently not susceptible to cell-cracking.  #CellCracking https://t.co/F3EG28s2Qh","{0, 0, 0, 0, 0, 0, 0, 0, 0.8, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.077,0.06,0.87,0.07,0
"#ICYMI Our CEO, Mark Widmar, spoke with VP of Marketing Samantha Sloan on the virtual sidelines of the @RE_SolarPV conference about the significance of @JoeBiden's win, trade, supply security, &amp; America's opportunity to become a clean energy superpower. <U+0001F447> https://t.co/lTALeDvT3T","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 2.8, 0, 0, 1.4, 0, 0, 1.8, 0, 0, 0, 1.7, 1.1, 0, 0, 0}",0.931,0.319,0.681,0,0
"#ICYMI We have committed to powering 100% of our global PV solar manufacturing operations with renewable energy by 2028, and to transition our facilities in the U.S. to carbon-free electricity by 2026. Learn more -  https://t.co/Vl85tBdsww
#CleanerSolar @ClimateGroup @theRE100 https://t.co/h4HL2R4P42","{0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.494,0.1,0.9,0,0
"The issue of safeguard tariffs on imported PV products is more complex than just ""solar good, tariffs bad."" Our CEO, Mark Widmar, writes about the danger of oversimplified rhetoric and shares his views on the issue.  @MorningConsult https://t.co/55HhrB6EvS","{0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0}",-0.052,0.162,0.693,0.145,0
"#ICYMI First Solar was awarded an A- by #CDP in recognition of our leadership on #climatechange &amp; #watersecurity. We have long been committed to environmental transparency &amp; have proudly been disclosing to CDP since 2011. #DisclosureWorks #ResponsibleSolar
https://t.co/13frih9UFS https://t.co/qZ2lhdrfPU","{0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.813,0.189,0.811,0,0
"#ICYMI As the global installed capacity of solar nears terawatt levels, responsible end of life management becomes increasingly important to contribute to a circular economy and ensure clean energy solutions donâ€™t pose a future waste burden.  @FastCompany https://t.co/ZYCHANgoSM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 1.6, 1.7, 1.1, 0.7, 0, 0, 0, 0, -1.8, -1.9, 0, 0}",0.67,0.27,0.613,0.117,0
"#Incaseyoumissedit @PVEvolutionLabs cell cracking white paper explains the significant risks affecting c-Si modules, while highlighting #FirstSolar's CdTe thin film modulesâ€™ are inherently not susceptible to cell-cracking.  #CellCracking
https://t.co/F3EG28s2Qh","{0, 0, 0, 0, 0, 0, 0, 0, 0.8, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.077,0.06,0.87,0.07,0
"In 1995, DVDs and Alta Vista were a big deal, Coolio and TLC ruled the charts, and our thin film modules were installed at @NREL's test site in Colorado. First Solar's Nick Strevel shares his takeaways from the industry's longest-running PV module performance study. https://t.co/BUGi7O2s4w","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.048,0.952,0,0
"#Incaseyoumissedit - Watch now: First Solar's Luca Rigoni, Nick Strevel and Lou Trippel discuss the impact of hidden #CellCracking on long-term performance of PV plants.  https://t.co/eCwNb5eMOz","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"We are taking a stand against #forcedlabor in the global solar supply chain. There's no room for solar where even a single component is produced by a human being against their will. Respect for human rights is not negotiable. #ResponsibleSolar #HumanRights https://t.co/jLLHL3uYhV","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.068,0.883,0.049,0
"#Incaseyoumissedit Watch now! Learn about the impacts of cell cracking and more in this pv magazine webinar done in collaboration with #FirstSolar, @PVEvolutionLabs and #BrightspotAutomation https://t.co/DJ0cRB1QiU https://t.co/W3s8pJ4pFJ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"#Incaseyoumissedit - When the sun rises over America, First Solar stands ready to make the most of the day. Every day, we work to build innovative, renewable solutions that help lead the world to a sustainable energy future. This is solar #MadeInAmerica. #AmericasSolarCompany https://t.co/y2xF3SwuiW","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0.7, 0, 1.7, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0}",0.872,0.234,0.766,0,0
"#Incaseyoumissedit At First Solar, we are honored to have service members working in all parts of our business. Tune in to see two of our U.S. veteran associates which were recently featured on Military Makeover: Operation Career #USveterans #USmilitary https://t.co/AtSbCvQPQ0 https://t.co/BZzJOBLWBK","{0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.087,0.913,0,0
"We've never been in a story that mentioned @Coolio before. But to @ewesoff's point, a lot has changed since 1995. Here's his @pvmagazine story about the world's longest running PV module performance study conducted by @NREL. https://t.co/ByLleAgZSz 
#Quality #Reliability","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
"#Incaseyoumissedit Utility-scale solar farms can provide critical transmission grid services. First Solar's Luz del Norte PV plant in Chile is doing just that. 
#GridFlexibility #FirstSolar @greentechmedia 
https://t.co/1aeGPbPtyQ","{0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.318,0,0.919,0.081,0
"#Incaseyoumissedit First Solarâ€™s factories in Ohio, the largest #SolarPV mfg footprint in the Western Hemisphere, are a marvel of modern manufacturing. #ManufacturingMarvels gives viewers an inside peek - #Series6 production. This is solar #MadeInAmerica. 
#AmericasSolarCompany https://t.co/1C5Mr9XG5v","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.421,0.074,0.926,0,0
"#Incaseyoumissedit The issue of safeguard tariffs on imported PV products is more complex than just ""solar good, tariffs bad."" Our CEO, Mark Widmar, writes about the danger of oversimplified rhetoric and shares his views on the issue.  @MorningConsult https://t.co/55HhrB6EvS","{0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0}",-0.052,0.158,0.7,0.142,0
"#Incaseyoumissedit @GEC_org officially launched the PV Modules and Inverters category this year and we are proud to be the worldâ€™s first PV product to be rated in the #EPEAT registry for sustainable electronics. #Sustainability #Ecolabel #Series6 
https://t.co/z0quSR3WnX https://t.co/ACpMyRo5ye","{0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.113,0.887,0,0
"Wishes for a happy holiday season to all! Over the next few weeks, we will be sharing some of our most popular posts from 2020. Grab a cup of joe and enjoy the read! #Incaseyoumissedit https://t.co/QLP80wzqwy","{0.6, 0, 0, 2.7, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 2.093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0}",0.949,0.371,0.629,0,0
"In the article, UtilityDive discussed the environmental impacts of renewables. At #FirstSolar, #sustainability has always been at the core of our business. #CircularEconomy
https://t.co/yyMIw2vPql","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
".@PVEvolutionLabs cell cracking white paper explains the significant risks affecting c-Si modules, while highlighting #FirstSolar's CdTe thin film modulesâ€™ are inherently not susceptible to cell-cracking.  #CellCracking  https://t.co/F3EG28s2Qh","{0, 0, 0, 0, 0, 0, 0, 0.8, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.077,0.062,0.865,0.073,0
"The issue of safeguard tariffs on imported photovoltaic products is more complex than just ""solar good, tariffs bad."" Our CEO, Mark Widmar, writes about the danger of oversimplified rhetoric and shares his views on the issue in this @MorningConsult op-ed: https://t.co/55HhrB6EvS","{0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, -2.5, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.052,0.152,0.711,0.136,0
"We are taking a stand against #forcedlabor in the global solar supply chain. There's no room for solar where even a single component is produced by a human being against their will. Respect for human rights is not negotiable. #ResponsibleSolar #HumanRights https://t.co/PcrER53DLI","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.068,0.883,0.049,0
"First Solar was awarded an A- from #CDP in recognition of our leadership on #climatechange and #watersecurity. We have long been committed to environmental transparency and have proudly been disclosing to CDP since 2011. #Disclosureworks #ResponsibleSolar
https://t.co/13frih9UFS https://t.co/37BmdgsXmW","{0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.813,0.194,0.806,0,0
"Our CEO, Mark Widmar, spoke with VP of Marketing Samantha Sloan on the virtual sidelines of the @RE_SolarPV conference about the significance of @JoeBiden's win, trade, supply security, and America's opportunity to become a clean energy superpower. <U+0001F447> https://t.co/lTALeDNtVr","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 2.8, 0, 0, 1.4, 0, 0, 1.8, 0, 0, 0, 1.7, 1.1, 0, 0, 0}",0.931,0.325,0.675,0,0
"First Solar proudly partnerâ€™s with @SaigonVRG in Vietnam. The strategic partnership will bring more of First Solarâ€™s #lowestcarbon solar technology to the Vietnamese market. https://t.co/JWTM6K2IRb","{0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.13,0.87,0,0
"25 years of performance testing with @NREL yields further confidence in the superior long-term durability and degradation performance of First Solarâ€™s Series 6 thin film module technology. #Reliability 
https://t.co/quTbWiVGKh","{0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 2.5, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.188,0.718,0.094,0
"In 1995, DVDs and Alta Vista were a big deal, Coolio and TLC ruled the charts, and our thin film modules were installed at @NREL's test site. First Solar's Nick Strevel shares his takeaways from the industry's longest-running PV module performance study.
https://t.co/7K4OxMpkz2 https://t.co/uMWHuVxRTc","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.049,0.951,0,0
"Confirmed: Birds of a feather do flock together. Here you can see a group of Cattle Egrets basking in the Georgia sun.

Learn more about First Solarâ€™s sustainability practices from our annual sustainability report: https://t.co/DWoT78n5tj https://t.co/Dv4SbG1KU1","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"Corporates have the power to make #ResponsibleSolar the norm.  @GEC_org's Nancy Gillis &amp; First Solar's Karl Brutsaert talk to Angelika Moebius about the impacts of clean energy procurement in this virtual discussion on the sidelines of @RE_Source_EU
https://t.co/qyi3wpWmG3","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.118,0.882,0,0
"What is better than renewable energy? Circular renewable energy. 
Learn more about how First Solarâ€™s industry-leading focus on recycling allows us to recover more than 90% of the materials from processed modules. https://t.co/ZYCHANgoSM","{0, 0, 1.9, 0, 0, 1.1, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.727,0.191,0.809,0,0
"On Demand Now!! First Solar's Luca Rigoni, Nick Strevel and Lou Trippel discuss the impact of hidden #CellCracking on long-term performance of PV plants!  https://t.co/eCwNb5eMOz","{0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.335,0,0.91,0.09,0
"Our CEO, Mark Widmar, spoke with VP of Marketing Samantha Sloan on the virtual sidelines of the @RE_SolarPV conference about the significance of @JoeBiden's win, trade, supply security, and America's opportunity to become a clean energy superpower. <U+0001F447> https://t.co/lTALeDvT3T","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 2.8, 0, 0, 1.4, 0, 0, 1.8, 0, 0, 0, 1.7, 1.1, 0, 0, 0}",0.931,0.325,0.675,0,0
"On #HumanRightsDay, we're taking a stand against #forcedlabor in the global solar supply chain. There's no room for solar where even a single component is produced by a human being against their will. Respect for human rights is not negotiable. #ResponsibleSolar https://t.co/N4Ka5c5ScS","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.068,0.883,0.049,0
"ON-DEMAND: Join #AndersonOptimization and #PlantPredict for a demonstration on how both platforms can be used in tandem by renewable developers to go from early-stage market analysis through array layout design and generation assessments in just minutes. https://t.co/tK8TSAZuq6 https://t.co/iPanF3ZrQh","{0, 1.2, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.091,0.909,0,0
"How responsible is your megawatt? Clean energy sourcing done well can have a net positive impact on the environment and society. Learn more about how Corporate Renewables can make a difference.  https://t.co/qyi3wpWmG3
#ResponsibleSolar
@RE_Source_EU @EPEAT @GEC_org","{0, 1.3, 0, 0, 0, 1.7, 1.1, 0, 0, 1.1, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.896,0.292,0.708,0,0
"First Solar is proud to work with sustainably-minded partners like @SymbiorSolar  who share our passion for #ResponsibleSolar. First Solarâ€™sÂ Antoine Wagschal spoke with Symbior Solar CEO,Â Florian Bennhold,Â about the partnership in South East Asia. https://t.co/09IaGXihUo https://t.co/JH673gixK7","{0, 0, 0, 2.1, 0, 0, 0, 0, 0, 1.5, 0, 0, 1.2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.869,0.247,0.753,0,0
"First Solar CTO, Markus Gloeckler, provides insights into the future of renewable energy at the Future of Renewables Virtual conference this Wednesday. Register to partake in this discussion. #FoRwards #ReutersEvents
https://t.co/gTJfXaPpSk https://t.co/Yu6D98hv5u","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.063,0.937,0,0
"The beeâ€™s knees: Live feed of some busy bees at the @OrigisEnergy Energy Twiggs County Solar project in Georgia. 

Learn more about First Solarâ€™s sustainability practices from our Sustainability report: https://t.co/Z2xIERuPpJ 
#ResponsibleSolar https://t.co/NZympCFg1X","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.062,0.938,0,0
"The impact of corporate renewables goes well beyond just clean electricity. Join First Solar's Stefan Degener as he discusses the net impact of solar with  @Heineken, @Microsoft and @enelgreenpower at #RESource2020. 
#ResponsibleSolar  
https://t.co/Hw7wrQj3mQ https://t.co/j4XZqruvoq","{0, 0, 0, 0, 0, 0, 1.1, 0, 0, 1.7, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.718,0.184,0.816,0,0
"As leaders in corporate renewables and responsible solar, we are proud to support #RESource2020. Join us to learn more about how corporate renewable energy procurement is supporting the energy transition. 
#ResponsibleSolar 
https://t.co/C8uqFN9FxQ","{0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 2.1, 0, 1.7, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 1.9, 0, 1.1, 0, 0, 0}",0.937,0.41,0.59,0,0
"Wir freuen uns sehr Ã¼ber die Nominierung fÃ¼r den Deutschen Nachhaltigkeitspreis im Transformationsfeld Klima! <U+0001F3C6>.<U+2600><U+FE0F><U+0001F33B><U+0001F4A1>@_DNP_  https://t.co/g69Vg3aLtC","{0, 0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.636,0,0.782,0.218,0
"Only a few weeks left to save $$$. Start #EnergyModeling today to lock in 2020 pricing. #PlantPredictPremium
https://t.co/nVrF3drG6v https://t.co/m3eJWZ5VuZ","{0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.494,0.151,0.849,0,0
"On Demand Now!! First Solar's Luca Rigoni, Nick Strevel and Lou Trippel discuss the impact of hidden #CellCracking on long-term performance of PV plants at the @solarplaza Market Parity Spain event!  https://t.co/okq8MoD5Bg","{0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.335,0,0.929,0.071,0
"What do @NSGPilkingtonNA glassworkers in Luckey, workers in Wyoming's and Michigan's soda ash &amp; sand industries, truckers, warehouse &amp; railroad workers have in common? They're part of the &gt;7,000 jobs First Solar indirectly supports across the U.S. https://t.co/qEschCfn6a https://t.co/6GbFTh02Al","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0}",0.361,0.062,0.938,0,0
"In this webinar, participants will discover how the combination of #AndersonOptimization and @PlantPredict can provide a significant competitive advantage to renewable developers.  Register now - https://t.co/tK8TSAZuq6 https://t.co/YV199SKhXd","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0.7, 1, 0, 0, 0, 0, 0, 0, 0, 0}",0.542,0.186,0.814,0,0
"We can't think of a project that better encapsulates the spirit of Thanksgiving like the recently inaugurated 33KW array at the @FAFoodPantry. Thankful to @SMA_America, @omcosolar, @Merit_SI, &amp; Pro Circuit Electrical Contracting for bringing this project across the finish line. https://t.co/b295VKkEHn","{0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0.7, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.869,0.226,0.774,0,0
"First Solar is proud to be a sponsor of the @solarplaza Solar Market Parity Spain event. Register today and save 10% with code FIRSTSOLAR-SP-10 . We are looking forward to virtually meeting you there! https://t.co/0pAnrTNOZh https://t.co/qfKojZ3JC0","{0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.764,0.162,0.838,0,0
"How we manufacture solar panels can make a difference in the effort against climate change.
The @ulcsa is committed to raising market awareness of the availability of #solarPV that produces faster and greater carbon reductions. 
https://t.co/LbEKibiB54 https://t.co/YfBgGDmPyF","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0}",0.557,0.116,0.884,0,0
"Last week, @FirstSolar took part in the inauguration of a project that is near &amp; dear to our hearts. With @Merit_SI, @omcosolar, @SMA_America, &amp; Pro Circuit Electrical Contracting LLC, we brought a 33KW rooftop solar project to life for the @FAFoodPantry. https://t.co/NRGJVMhSvJ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.06,0.94,0,0
"Join the First Solar Australia technical webinar to learn more about the latest thin film PV module technology advancements.Â 
Register here: https://t.co/s5z4maFS3g https://t.co/WbVMP5PtZQ","{1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.091,0.909,0,0
"#DidYouKnow: Where feasible and in locations with pollinator-dependent agriculture land, First Solar is exploring the incorporation of pollinator-friendly habitats such as native prairies. 
#FirstSolarFlowerPower

Learn more: https://t.co/Z2xIERuPpJ https://t.co/zdSlzXjh7p","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"WEBINAR: Join #AndersonOptimization and @PlantPredict for a demonstration on how both platforms can be used in tandem by renewable developers to go from early-stage market analysis through array layout design and generation assessments in just minutes. https://t.co/tK8TSAZuq6 https://t.co/qqa7ZczVr7","{0, 1.2, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.382,0.091,0.909,0,0
"A birdâ€™s eye view of First Solar Series 6 modules! Pictured are a group of Cattle Egrets taking a midday break on top of a solar array. 
 
Learn more about First Solarâ€™s sustainability practices from our annual sustainability report: https://t.co/DWoT78n5tj https://t.co/evH2GrKusO","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.271,0.05,0.95,0,0
"They say it's all about the angles, but we at First Solar think the magic lies in the technology. Learn more about how First Solar modules might be the right fit for your DG project and get a quote today: https://t.co/QzZAUp8Ehn https://t.co/CgyWnOi0ID","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.115,0.069,0.852,0.079,1
"Weâ€™re proud to be powering a circular solar future by recovering more than 90% of the materials from the PV modules we recycle. #AmericaRecycles #CircularEconomy #solarpv https://t.co/rViaKOIvEi","{0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.477,0.107,0.893,0,0
"What do the @NSGPilkingtonNA glassworkers in Luckey, workers in Wyoming's and Michigan's soda ash &amp; sand industries, truckers, warehouse &amp; railroad workers have in common? They're part of the &gt;7,000 jobs First Solar indirectly supports across <U+0001F1FA><U+0001F1F8>. Read more:https://t.co/qEschCfn6a","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0}",0.361,0.062,0.938,0,0
